commentId,articleId,userId,text
82,13594,user_9,This article is really interesting
83,7053,user_2,This article is really interesting
84,10739,user_43,This article is really interesting
85,8843,user_69,This article is really interesting
86,4979,user_81,This article is really interesting
87,2842,user_54,This article is really interesting
88,4031,user_33,This article is really interesting
89,2100,user_72,This article is really interesting
90,7635,user_32,This article is really interesting
91,7069,user_88,This article is really interesting
92,14123,user_85,This article is really interesting
93,6135,user_10,This article is really interesting
94,4623,user_32,This article is really interesting
95,4211,user_54,This article is really interesting
96,220,user_95,This article is really interesting
97,1964,user_85,This article is really interesting
98,13632,user_75,This article is really interesting
99,3601,user_96,This article is really interesting
100,9112,user_39,This article is really interesting
101,4559,user_28,This article is really interesting
102,1839,user_70,This article is really interesting
103,12681,user_55,This article is really interesting
104,11691,user_95,This article is really interesting
105,10376,user_48,This article is really interesting
106,8031,user_4,This article is really interesting
107,13581,user_47,This article is really interesting
108,1934,user_22,This article is really interesting
109,10759,user_60,This article is really interesting
110,7628,user_99,This article is really interesting
111,990,user_16,This article is really interesting
112,10266,user_98,This article is really interesting
113,1686,user_74,This article is really interesting
114,7978,user_90,This article is really interesting
115,6098,user_74,This article is really interesting
116,5271,user_83,This article is really interesting
117,3273,user_80,This article is really interesting
118,10967,user_54,This article is really interesting
119,9515,user_80,This article is really interesting
120,7584,user_45,This article is really interesting
121,2372,user_85,This article is really interesting
122,5678,user_86,This article is really interesting
123,1937,user_92,This article is really interesting
124,6815,user_2,This article is really interesting
125,10592,user_2,This article is really interesting
126,10781,user_86,This article is really interesting
127,4673,user_26,This article is really interesting
128,11072,user_2,This article is really interesting
129,13461,user_69,This article is really interesting
130,2947,user_52,This article is really interesting
131,9427,user_46,This article is really interesting
132,9092,user_64,This article is really interesting
133,7040,user_66,This article is really interesting
134,2879,user_73,This article is really interesting
135,2223,user_55,This article is really interesting
136,863,user_26,This article is really interesting
137,2084,user_51,This article is really interesting
138,12181,user_66,This article is really interesting
139,5475,user_27,This article is really interesting
140,2256,user_26,This article is really interesting
141,6711,user_37,This article is really interesting
142,8294,user_21,This article is really interesting
143,866,user_92,This article is really interesting
144,12877,user_12,This article is really interesting
145,10657,user_72,This article is really interesting
146,8923,user_30,This article is really interesting
147,4143,user_38,This article is really interesting
148,11791,user_41,This article is really interesting
149,9202,user_84,This article is really interesting
150,11109,user_80,This article is really interesting
151,7861,user_56,This article is really interesting
152,337,user_7,This article is really interesting
153,13983,user_46,This article is really interesting
154,470,user_51,This article is really interesting
155,6520,user_5,This article is really interesting
156,10907,user_25,This article is really interesting
157,2573,user_40,This article is really interesting
158,2933,user_11,This article is really interesting
159,8334,user_57,This article is really interesting
160,11359,user_47,This article is really interesting
161,5264,user_10,This article is really interesting
162,464,user_77,This article is really interesting
163,6553,user_97,This article is really interesting
164,9736,user_53,This article is really interesting
165,5341,user_31,This article is really interesting
166,1355,user_100,This article is really interesting
167,12203,user_82,This article is really interesting
168,5050,user_61,This article is really interesting
169,9256,user_65,This article is really interesting
170,2384,user_2,This article is really interesting
171,5482,user_53,This article is really interesting
172,1835,user_82,This article is really interesting
173,4418,user_51,This article is really interesting
174,9290,user_4,This article is really interesting
175,3944,user_81,This article is really interesting
176,847,user_69,This article is really interesting
177,10611,user_91,This article is really interesting
178,11172,user_13,This article is really interesting
179,5549,user_38,This article is really interesting
180,11097,user_8,This article is really interesting
181,7943,user_38,This article is really interesting
182,38,user_85,This article is really interesting
183,4001,user_4,This article is really interesting
184,12217,user_50,This article is really interesting
185,11578,user_25,This article is really interesting
186,6285,user_45,This article is really interesting
187,9139,user_34,This article is really interesting
188,1800,user_33,This article is really interesting
189,3565,user_10,This article is really interesting
190,4938,user_5,This article is really interesting
191,4436,user_46,This article is really interesting
192,1935,user_88,This article is really interesting
193,5111,user_59,This article is really interesting
194,11849,user_92,This article is really interesting
195,4529,user_6,This article is really interesting
196,11815,user_53,This article is really interesting
197,3214,user_55,This article is really interesting
198,3805,user_27,This article is really interesting
199,13404,user_68,This article is really interesting
200,8552,user_21,This article is really interesting
201,901,user_99,This article is really interesting
202,8413,user_31,This article is really interesting
203,8224,user_82,This article is really interesting
204,177,user_28,This article is really interesting
205,12784,user_59,This article is really interesting
206,523,user_67,This article is really interesting
207,1686,user_97,This article is really interesting
208,2682,user_59,This article is really interesting
209,5632,user_94,This article is really interesting
210,9750,user_91,This article is really interesting
211,8851,user_92,This article is really interesting
212,8042,user_66,This article is really interesting
213,3503,user_49,This article is really interesting
214,12425,user_23,This article is really interesting
215,10364,user_76,This article is really interesting
216,8457,user_12,This article is really interesting
217,2598,user_74,This article is really interesting
218,1169,user_98,This article is really interesting
219,1941,user_42,This article is really interesting
220,442,user_1,This article is really interesting
221,7814,user_81,This article is really interesting
222,12110,user_91,This article is really interesting
223,9887,user_58,This article is really interesting
224,13444,user_18,This article is really interesting
225,10044,user_2,This article is really interesting
226,11751,user_34,This article is really interesting
227,13031,user_31,This article is really interesting
228,2869,user_56,This article is really interesting
229,6805,user_3,This article is really interesting
230,6529,user_47,This article is really interesting
231,9244,user_35,This article is really interesting
232,8943,user_22,This article is really interesting
233,5447,user_29,This article is really interesting
234,12210,user_21,This article is really interesting
235,7842,user_18,This article is really interesting
236,6522,user_62,This article is really interesting
237,7775,user_80,This article is really interesting
238,254,user_93,This article is really interesting
239,9416,user_18,This article is really interesting
240,12156,user_23,This article is really interesting
241,2912,user_88,This article is really interesting
242,11571,user_79,This article is really interesting
243,7720,user_19,This article is really interesting
244,8988,user_89,This article is really interesting
245,335,user_24,This article is really interesting
246,5901,user_47,This article is really interesting
247,9785,user_30,This article is really interesting
248,8463,user_8,This article is really interesting
249,5451,user_60,This article is really interesting
250,1390,user_9,This article is really interesting
251,7443,user_85,This article is really interesting
252,9435,user_34,This article is really interesting
253,8394,user_63,This article is really interesting
254,7082,user_59,This article is really interesting
255,9934,user_38,This article is really interesting
256,4698,user_44,This article is really interesting
257,1086,user_81,This article is really interesting
258,2761,user_66,This article is really interesting
259,8932,user_52,This article is really interesting
260,6440,user_24,This article is really interesting
261,5052,user_53,This article is really interesting
262,5508,user_2,This article is really interesting
263,2637,user_9,This article is really interesting
264,12280,user_7,This article is really interesting
265,10791,user_32,This article is really interesting
266,13716,user_39,This article is really interesting
267,1063,user_55,This article is really interesting
268,5793,user_98,This article is really interesting
269,5219,user_19,This article is really interesting
270,13711,user_78,This article is really interesting
271,5447,user_63,This article is really interesting
272,1071,user_23,This article is really interesting
273,10228,user_85,This article is really interesting
274,1224,user_41,This article is really interesting
275,6132,user_8,This article is really interesting
276,5844,user_13,This article is really interesting
277,14106,user_6,This article is really interesting
278,7676,user_55,This article is really interesting
279,8875,user_76,This article is really interesting
280,13518,user_7,This article is really interesting
281,2744,user_16,This article is really interesting
282,5688,user_78,This article is really interesting
283,7329,user_58,This article is really interesting
284,737,user_8,This article is really interesting
285,10803,user_45,This article is really interesting
286,7470,user_33,This article is really interesting
287,7782,user_47,This article is really interesting
288,12024,user_36,This article is really interesting
289,13517,user_51,This article is really interesting
290,976,user_91,This article is really interesting
291,1177,user_92,This article is really interesting
292,3665,user_46,This article is really interesting
293,7368,user_3,This article is really interesting
294,4684,user_33,This article is really interesting
295,4395,user_3,This article is really interesting
296,3679,user_80,This article is really interesting
297,10960,user_51,This article is really interesting
298,9311,user_49,This article is really interesting
299,7077,user_78,This article is really interesting
300,1897,user_37,This article is really interesting
301,343,user_93,This article is really interesting
302,10092,user_87,This article is really interesting
303,5967,user_35,This article is really interesting
304,11084,user_85,This article is really interesting
305,13061,user_11,This article is really interesting
306,11753,user_47,This article is really interesting
307,1965,user_46,This article is really interesting
308,1096,user_58,This article is really interesting
309,1076,user_98,This article is really interesting
310,13581,user_7,This article is really interesting
311,31,user_30,This article is really interesting
312,1092,user_69,This article is really interesting
313,12873,user_9,This article is really interesting
314,13414,user_94,This article is really interesting
315,7589,user_78,This article is really interesting
316,4431,user_35,This article is really interesting
317,10190,user_32,This article is really interesting
318,9462,user_48,This article is really interesting
319,8044,user_72,This article is really interesting
320,6914,user_37,This article is really interesting
321,11313,user_18,This article is really interesting
322,9307,user_13,This article is really interesting
323,1051,user_18,This article is really interesting
324,11874,user_15,This article is really interesting
325,8286,user_75,This article is really interesting
326,9305,user_16,This article is really interesting
327,9263,user_38,This article is really interesting
328,13102,user_44,This article is really interesting
329,11209,user_8,This article is really interesting
330,432,user_57,This article is really interesting
331,3504,user_15,This article is really interesting
332,11918,user_57,This article is really interesting
333,11402,user_84,This article is really interesting
334,3992,user_51,This article is really interesting
335,546,user_49,This article is really interesting
336,7980,user_84,This article is really interesting
337,4876,user_19,This article is really interesting
338,1850,user_54,This article is really interesting
339,5424,user_13,This article is really interesting
340,5426,user_85,This article is really interesting
341,9618,user_13,This article is really interesting
342,12975,user_38,This article is really interesting
343,13532,user_74,This article is really interesting
344,8805,user_16,This article is really interesting
345,9128,user_26,This article is really interesting
346,4195,user_46,This article is really interesting
347,10950,user_78,This article is really interesting
348,8389,user_30,This article is really interesting
349,4554,user_60,This article is really interesting
350,9476,user_65,This article is really interesting
351,8235,user_12,This article is really interesting
352,9697,user_93,This article is really interesting
353,3813,user_77,This article is really interesting
354,2630,user_12,This article is really interesting
355,7242,user_95,This article is really interesting
356,11528,user_99,This article is really interesting
357,7244,user_58,This article is really interesting
358,11133,user_97,This article is really interesting
359,13186,user_62,This article is really interesting
360,3312,user_77,This article is really interesting
361,13538,user_57,This article is really interesting
362,6296,user_19,This article is really interesting
363,1631,user_40,This article is really interesting
364,7152,user_26,This article is really interesting
365,7513,user_43,This article is really interesting
366,13138,user_90,This article is really interesting
367,12130,user_50,This article is really interesting
368,6837,user_96,This article is really interesting
369,4896,user_61,This article is really interesting
370,596,user_23,This article is really interesting
371,4488,user_56,This article is really interesting
372,1579,user_9,This article is really interesting
373,2977,user_47,This article is really interesting
374,343,user_31,This article is really interesting
375,8370,user_42,This article is really interesting
376,8316,user_36,This article is really interesting
377,11540,user_97,This article is really interesting
378,4244,user_37,This article is really interesting
379,9522,user_27,This article is really interesting
380,13594,user_29,This article is really interesting
381,11946,user_73,This article is really interesting
382,8652,user_44,This article is really interesting
383,11665,user_24,This article is really interesting
384,6471,user_58,This article is really interesting
385,10604,user_44,This article is really interesting
386,6202,user_51,This article is really interesting
387,4072,user_22,This article is really interesting
388,2571,user_33,This article is really interesting
389,2495,user_58,This article is really interesting
390,11566,user_1,This article is really interesting
391,456,user_47,This article is really interesting
392,9802,user_27,This article is really interesting
393,4714,user_12,This article is really interesting
394,3705,user_43,This article is really interesting
395,8203,user_80,This article is really interesting
396,8340,user_56,This article is really interesting
397,8799,user_45,This article is really interesting
398,988,user_73,This article is really interesting
399,13483,user_46,This article is really interesting
400,13443,user_36,This article is really interesting
401,7344,user_59,This article is really interesting
402,13492,user_3,This article is really interesting
403,3331,user_18,This article is really interesting
404,7741,user_8,This article is really interesting
405,139,user_47,This article is really interesting
406,4492,user_53,This article is really interesting
407,2351,user_83,This article is really interesting
408,3058,user_79,This article is really interesting
409,9065,user_28,This article is really interesting
410,10420,user_20,This article is really interesting
411,11264,user_50,This article is really interesting
412,12371,user_20,This article is really interesting
413,10553,user_19,This article is really interesting
414,5523,user_94,This article is really interesting
415,8016,user_38,This article is really interesting
416,12751,user_98,This article is really interesting
417,3583,user_54,This article is really interesting
418,3923,user_89,This article is really interesting
419,8917,user_60,This article is really interesting
420,9672,user_39,This article is really interesting
421,2583,user_60,This article is really interesting
422,8333,user_64,This article is really interesting
423,6532,user_45,This article is really interesting
424,12080,user_53,This article is really interesting
425,6529,user_95,This article is really interesting
426,10676,user_67,This article is really interesting
427,12934,user_60,This article is really interesting
428,2555,user_60,This article is really interesting
429,6348,user_96,This article is really interesting
430,69,user_98,This article is really interesting
431,811,user_50,This article is really interesting
432,7430,user_75,This article is really interesting
433,7722,user_88,This article is really interesting
434,13221,user_50,This article is really interesting
435,2765,user_4,This article is really interesting
436,1882,user_2,This article is really interesting
437,407,user_25,This article is really interesting
438,1312,user_20,This article is really interesting
439,4473,user_21,This article is really interesting
440,9126,user_80,This article is really interesting
441,4582,user_97,This article is really interesting
442,10230,user_40,This article is really interesting
443,2637,user_28,This article is really interesting
444,9095,user_46,This article is really interesting
445,4674,user_65,This article is really interesting
446,11089,user_30,This article is really interesting
447,10053,user_59,This article is really interesting
448,9415,user_70,This article is really interesting
449,12036,user_1,This article is really interesting
450,1145,user_90,This article is really interesting
451,12452,user_79,This article is really interesting
452,9507,user_61,This article is really interesting
453,12221,user_36,This article is really interesting
454,4730,user_42,This article is really interesting
455,1106,user_37,This article is really interesting
456,9687,user_81,This article is really interesting
457,7205,user_67,This article is really interesting
458,1491,user_38,This article is really interesting
459,1159,user_18,This article is really interesting
460,4810,user_8,This article is really interesting
461,4186,user_69,This article is really interesting
462,5239,user_54,This article is really interesting
463,13515,user_8,This article is really interesting
464,12833,user_90,This article is really interesting
465,5254,user_58,This article is really interesting
466,7271,user_87,This article is really interesting
467,13280,user_94,This article is really interesting
468,1403,user_44,This article is really interesting
469,10685,user_97,This article is really interesting
470,5267,user_83,This article is really interesting
471,8228,user_70,This article is really interesting
472,6059,user_72,This article is really interesting
473,1628,user_16,This article is really interesting
474,2356,user_30,This article is really interesting
475,4209,user_47,This article is really interesting
476,11004,user_54,This article is really interesting
477,13420,user_26,This article is really interesting
478,7027,user_6,This article is really interesting
479,2766,user_21,This article is really interesting
480,7652,user_68,This article is really interesting
481,9291,user_72,This article is really interesting
482,3230,user_48,This article is really interesting
483,10133,user_38,This article is really interesting
484,7817,user_95,This article is really interesting
485,11698,user_40,This article is really interesting
486,12153,user_21,This article is really interesting
487,10137,user_23,This article is really interesting
488,5306,user_83,This article is really interesting
489,13063,user_86,This article is really interesting
490,6604,user_80,This article is really interesting
491,14115,user_39,This article is really interesting
492,5912,user_60,This article is really interesting
493,10189,user_10,This article is really interesting
494,3706,user_29,This article is really interesting
495,3519,user_82,This article is really interesting
496,11135,user_1,This article is really interesting
497,3809,user_90,This article is really interesting
498,8637,user_39,This article is really interesting
499,8669,user_79,This article is really interesting
500,10429,user_84,This article is really interesting
501,9645,user_69,This article is really interesting
502,13718,user_43,This article is really interesting
503,10879,user_26,This article is really interesting
504,9435,user_9,This article is really interesting
505,1931,user_100,This article is really interesting
506,9527,user_4,This article is really interesting
507,9015,user_87,This article is really interesting
508,2383,user_68,This article is really interesting
509,6187,user_29,This article is really interesting
510,8090,user_13,This article is really interesting
511,5278,user_75,This article is really interesting
512,10264,user_63,This article is really interesting
513,545,user_49,This article is really interesting
515,5378,user_61,This article is really interesting
516,12833,user_56,This article is really interesting
517,9946,user_11,This article is really interesting
518,2859,user_59,This article is really interesting
519,2699,user_98,This article is really interesting
520,9429,user_64,This article is really interesting
521,10274,user_16,This article is really interesting
522,13765,user_49,This article is really interesting
523,14053,user_72,This article is really interesting
524,13344,user_25,This article is really interesting
525,13979,user_88,This article is really interesting
526,10687,user_77,This article is really interesting
527,9739,user_75,This article is really interesting
528,5721,user_50,This article is really interesting
529,4330,user_17,This article is really interesting
530,111,user_62,This article is really interesting
531,7439,user_7,This article is really interesting
532,13284,user_48,This article is really interesting
533,5589,user_9,This article is really interesting
534,9118,user_76,This article is really interesting
535,2136,user_79,This article is really interesting
536,8253,user_78,This article is really interesting
537,4020,user_26,This article is really interesting
538,6143,user_68,This article is really interesting
539,268,user_16,This article is really interesting
540,13508,user_24,This article is really interesting
541,8531,user_76,This article is really interesting
542,11357,user_60,This article is really interesting
543,7879,user_60,This article is really interesting
544,2201,user_35,This article is really interesting
545,12320,user_95,This article is really interesting
546,8476,user_22,This article is really interesting
547,5529,user_41,This article is really interesting
548,715,user_6,This article is really interesting
549,10285,user_100,This article is really interesting
550,2095,user_61,This article is really interesting
551,1479,user_77,This article is really interesting
552,9056,user_22,This article is really interesting
553,4959,user_9,This article is really interesting
554,4414,user_41,This article is really interesting
555,12962,user_38,This article is really interesting
556,3821,user_95,This article is really interesting
557,3166,user_8,This article is really interesting
558,12733,user_26,This article is really interesting
559,788,user_76,This article is really interesting
560,13476,user_23,This article is really interesting
561,9659,user_66,This article is really interesting
562,8459,user_25,This article is really interesting
563,13345,user_29,This article is really interesting
564,5144,user_5,This article is really interesting
565,12545,user_25,This article is really interesting
566,48,user_29,This article is really interesting
567,2320,user_26,This article is really interesting
568,899,user_21,This article is really interesting
569,3747,user_99,This article is really interesting
570,11180,user_39,This article is really interesting
571,6070,user_99,This article is really interesting
572,10830,user_39,This article is really interesting
573,5184,user_67,This article is really interesting
574,908,user_97,This article is really interesting
575,5652,user_17,This article is really interesting
576,2043,user_48,This article is really interesting
577,4122,user_20,This article is really interesting
578,10694,user_52,This article is really interesting
579,13451,user_44,This article is really interesting
580,3702,user_42,This article is really interesting
581,1593,user_96,This article is really interesting
582,5088,user_30,This article is really interesting
583,11053,user_72,This article is really interesting
584,5134,user_6,This article is really interesting
585,3061,user_24,This article is really interesting
586,14191,user_4,This article is really interesting
587,584,user_84,This article is really interesting
588,796,user_11,This article is really interesting
589,711,user_10,This article is really interesting
590,8504,user_7,This article is really interesting
591,6500,user_12,This article is really interesting
592,10402,user_20,This article is really interesting
593,2519,user_31,This article is really interesting
594,8424,user_52,This article is really interesting
595,5881,user_31,This article is really interesting
596,13152,user_16,This article is really interesting
597,9699,user_4,This article is really interesting
598,12581,user_4,This article is really interesting
599,11725,user_28,This article is really interesting
600,11145,user_35,This article is really interesting
601,7880,user_14,This article is really interesting
602,4208,user_11,This article is really interesting
603,6819,user_79,This article is really interesting
604,10882,user_56,This article is really interesting
605,3129,user_25,This article is really interesting
606,3184,user_40,This article is really interesting
607,5356,user_15,This article is really interesting
608,9813,user_73,This article is really interesting
609,1681,user_29,This article is really interesting
610,1741,user_33,This article is really interesting
611,10783,user_71,This article is really interesting
612,9809,user_69,This article is really interesting
613,9439,user_58,This article is really interesting
614,3422,user_89,This article is really interesting
615,3658,user_40,This article is really interesting
616,8792,user_46,This article is really interesting
617,7249,user_77,This article is really interesting
618,12086,user_19,This article is really interesting
619,8539,user_77,This article is really interesting
620,1259,user_9,This article is really interesting
621,5687,user_93,This article is really interesting
622,1348,user_7,This article is really interesting
623,239,user_90,This article is really interesting
624,11867,user_98,This article is really interesting
625,10507,user_39,This article is really interesting
626,6228,user_13,This article is really interesting
627,9355,user_20,This article is really interesting
628,4325,user_23,This article is really interesting
629,10181,user_67,This article is really interesting
630,10193,user_75,This article is really interesting
631,4149,user_63,This article is really interesting
632,13445,user_87,This article is really interesting
633,11011,user_14,This article is really interesting
634,9037,user_91,This article is really interesting
635,6462,user_89,This article is really interesting
636,13322,user_96,This article is really interesting
637,9068,user_86,This article is really interesting
638,2067,user_40,This article is really interesting
639,6349,user_97,This article is really interesting
640,6341,user_88,This article is really interesting
641,13443,user_41,This article is really interesting
642,8087,user_99,This article is really interesting
643,1851,user_59,This article is really interesting
644,12941,user_70,This article is really interesting
645,4977,user_69,This article is really interesting
646,13266,user_2,This article is really interesting
647,887,user_64,This article is really interesting
648,8341,user_94,This article is really interesting
649,8316,user_14,This article is really interesting
650,9983,user_19,This article is really interesting
651,12966,user_29,This article is really interesting
652,7116,user_10,This article is really interesting
653,10960,user_78,This article is really interesting
654,6148,user_96,This article is really interesting
655,13880,user_83,This article is really interesting
656,2853,user_10,This article is really interesting
657,9511,user_42,This article is really interesting
658,7001,user_56,This article is really interesting
659,12615,user_46,This article is really interesting
660,803,user_68,This article is really interesting
661,2258,user_19,This article is really interesting
662,12586,user_35,This article is really interesting
663,12826,user_89,This article is really interesting
664,12503,user_42,This article is really interesting
665,5993,user_62,This article is really interesting
666,10287,user_73,This article is really interesting
667,3,user_88,This article is really interesting
668,12154,user_58,This article is really interesting
669,9452,user_35,This article is really interesting
670,2312,user_29,This article is really interesting
671,9047,user_50,This article is really interesting
672,12453,user_96,This article is really interesting
673,9245,user_71,This article is really interesting
674,12437,user_63,This article is really interesting
675,7822,user_73,This article is really interesting
676,6532,user_25,This article is really interesting
677,13301,user_77,This article is really interesting
678,9298,user_10,This article is really interesting
679,2484,user_74,This article is really interesting
680,1606,user_32,This article is really interesting
681,864,user_63,This article is really interesting
682,7524,user_11,This article is really interesting
683,5647,user_32,This article is really interesting
684,12665,user_57,This article is really interesting
685,14068,user_64,This article is really interesting
686,5744,user_12,This article is really interesting
687,8460,user_89,This article is really interesting
688,50,user_80,This article is really interesting
689,12401,user_44,This article is really interesting
690,8410,user_18,This article is really interesting
691,11885,user_18,This article is really interesting
692,9316,user_71,This article is really interesting
693,4346,user_48,This article is really interesting
694,9375,user_17,This article is really interesting
695,5682,user_41,This article is really interesting
696,1213,user_69,This article is really interesting
697,10874,user_71,This article is really interesting
698,1730,user_52,This article is really interesting
699,9749,user_67,This article is really interesting
700,4642,user_93,This article is really interesting
701,10569,user_58,This article is really interesting
702,11519,user_27,This article is really interesting
703,12240,user_64,This article is really interesting
704,504,user_65,This article is really interesting
705,738,user_90,This article is really interesting
706,11235,user_30,This article is really interesting
707,619,user_17,This article is really interesting
708,1192,user_82,This article is really interesting
709,3719,user_40,This article is really interesting
710,8606,user_22,This article is really interesting
711,2114,user_63,This article is really interesting
712,12398,user_33,This article is really interesting
713,10857,user_60,This article is really interesting
714,932,user_100,This article is really interesting
715,4161,user_70,This article is really interesting
716,2183,user_96,This article is really interesting
717,2172,user_51,This article is really interesting
718,9909,user_27,This article is really interesting
719,7690,user_47,This article is really interesting
720,10332,user_83,This article is really interesting
721,9633,user_14,This article is really interesting
722,10667,user_79,This article is really interesting
723,8920,user_36,This article is really interesting
724,8593,user_1,This article is really interesting
725,2947,user_32,This article is really interesting
726,4643,user_15,This article is really interesting
727,2957,user_15,This article is really interesting
728,11642,user_16,This article is really interesting
729,1985,user_13,This article is really interesting
730,8178,user_32,This article is really interesting
731,6420,user_46,This article is really interesting
732,1588,user_27,This article is really interesting
733,4078,user_40,This article is really interesting
734,9174,user_72,This article is really interesting
735,1092,user_2,This article is really interesting
736,10466,user_57,This article is really interesting
737,9946,user_36,This article is really interesting
738,8606,user_5,This article is really interesting
739,7002,user_63,This article is really interesting
740,12446,user_31,This article is really interesting
741,13482,user_66,This article is really interesting
742,11905,user_89,This article is really interesting
743,9244,user_38,This article is really interesting
744,8980,user_88,This article is really interesting
745,7754,user_24,This article is really interesting
746,3608,user_16,This article is really interesting
747,10810,user_12,This article is really interesting
748,4539,user_5,This article is really interesting
749,12630,user_63,This article is really interesting
750,6263,user_91,This article is really interesting
751,5778,user_69,This article is really interesting
752,445,user_77,This article is really interesting
753,11107,user_14,This article is really interesting
754,2856,user_53,This article is really interesting
755,817,user_98,This article is really interesting
756,8682,user_53,This article is really interesting
757,9944,user_12,This article is really interesting
758,5476,user_41,This article is really interesting
759,2181,user_93,This article is really interesting
760,3560,user_97,This article is really interesting
761,12285,user_2,This article is really interesting
762,323,user_19,This article is really interesting
763,492,user_4,This article is really interesting
764,9033,user_70,This article is really interesting
765,12024,user_20,This article is really interesting
766,12968,user_66,This article is really interesting
767,245,user_98,This article is really interesting
768,9914,user_51,This article is really interesting
769,2793,user_14,This article is really interesting
770,10311,user_27,This article is really interesting
771,10122,user_27,This article is really interesting
772,12027,user_63,This article is really interesting
773,367,user_36,This article is really interesting
774,7268,user_48,This article is really interesting
775,309,user_53,This article is really interesting
776,9738,user_84,This article is really interesting
777,13505,user_23,This article is really interesting
778,11848,user_15,This article is really interesting
779,3985,user_34,This article is really interesting
780,4408,user_14,This article is really interesting
781,7958,user_87,This article is really interesting
782,5013,user_33,This article is really interesting
783,13835,user_23,This article is really interesting
784,6835,user_31,This article is really interesting
785,1127,user_99,This article is really interesting
786,2272,user_67,This article is really interesting
787,10554,user_1,This article is really interesting
788,3735,user_49,This article is really interesting
789,5596,user_86,This article is really interesting
790,582,user_72,This article is really interesting
791,4968,user_65,This article is really interesting
792,7534,user_3,This article is really interesting
793,6640,user_59,This article is really interesting
794,2466,user_99,This article is really interesting
795,2872,user_6,This article is really interesting
796,1989,user_91,This article is really interesting
797,8583,user_65,This article is really interesting
798,7711,user_94,This article is really interesting
799,12460,user_3,This article is really interesting
800,10254,user_17,This article is really interesting
801,6040,user_57,This article is really interesting
802,7537,user_72,This article is really interesting
803,9825,user_29,This article is really interesting
804,1790,user_5,This article is really interesting
805,1573,user_3,This article is really interesting
806,3537,user_60,This article is really interesting
807,8705,user_11,This article is really interesting
808,9097,user_22,This article is really interesting
809,2978,user_19,This article is really interesting
810,3119,user_3,This article is really interesting
811,6351,user_88,This article is really interesting
812,5436,user_81,This article is really interesting
813,8815,user_15,This article is really interesting
814,7444,user_63,This article is really interesting
815,1365,user_85,This article is really interesting
816,13881,user_63,This article is really interesting
817,11799,user_21,This article is really interesting
818,3833,user_36,This article is really interesting
819,6226,user_81,This article is really interesting
820,6313,user_24,This article is really interesting
821,1918,user_34,This article is really interesting
822,2139,user_27,This article is really interesting
823,1264,user_3,This article is really interesting
824,10543,user_29,This article is really interesting
825,2448,user_64,This article is really interesting
826,296,user_50,This article is really interesting
